订单 ID,订单日期,发货日期,产品名称,类别,子类别,客户名称,细分,国家,地区,城市,省/自治区,邮寄方式,销售额,利润,折扣,数量
US-2017-5235171,2017/6/5,2017/6/10,"Bush 书架, 黑色",家具,书架,陈昌,消费者,中国,华东,界首,安徽,标准级,"1,165",291,0%,2
US-2017-5235171,2017/6/5,2017/6/10,"Chromcraft 培训桌, 长方形",家具,桌子,陈昌,消费者,中国,华东,界首,安徽,标准级,"2,955",-867,25%,3
CN-2017-1307220,2017/6/5,2017/6/11,"惠普 传真复印机, 红色",技术,复印机,段杰,公司,中国,华东,日照,山东,标准级,"2,395",694,0%,3
CN-2017-5542988,2017/6/6,2017/6/7,"Office Star 折叠椅, 红色",家具,椅子,彭婉,公司,中国,华东,南昌,江西,一级,428,81,0%,1
CN-2017-5542988,2017/6/6,2017/6/7,"Rubvermaid 分层置放架, 一包多件",家具,用具,彭婉,公司,中国,华东,南昌,江西,一级,470,24,0%,4
CN-2017-5834341,2017/6/7,2017/6/12,"思科 耳机, 混合尺寸",技术,电话,常崆,消费者,中国,华北,天津,天津,二级,"1,278",179,0%,3
US-2017-5376503,2017/6/8,2017/6/9,"SAFCO 扶手椅, 黑色",家具,椅子,丁娇,公司,中国,华东,扬州,江苏,一级,"2,570",-557,40%,2
US-2017-5376503,2017/6/8,2017/6/9,"Deflect-O 框架, 一包多件",家具,用具,丁娇,公司,中国,华东,扬州,江苏,一级,"1,541",-592,40%,5
US-2017-5376503,2017/6/8,2017/6/9,"松下 电话, 多色",技术,设备,丁娇,公司,中国,华东,扬州,江苏,一级,"1,188",-792,40%,5
CN-2017-4475873,2017/6/8,2017/6/10,"Ibico 标签, 透明",办公用品,装订机,任灵,小型企业,中国,东北,抚顺,辽宁,二级,70,-32,40%,3
CN-2017-4815290,2017/6/8,2017/6/10,"BIC 铅笔刀, 混合尺寸",办公用品,美术,常明媚,消费者,中国,华东,夏镇,山东,二级,601,132,0%,4
CN-2017-4815290,2017/6/8,2017/6/10,"Hon 凳子, 黑色",家具,椅子,常明媚,消费者,中国,华东,夏镇,山东,二级,"2,257",22,0%,3
CN-2017-4475873,2017/6/8,2017/6/10,"Brother 墨水, 数字化",技术,复印机,任灵,小型企业,中国,东北,抚顺,辽宁,二级,823,69,40%,2
US-2017-5895003,2017/6/8,2017/6/11,"Stockwell 订书钉, 每包 12 个",办公用品,系固件,龙娜,公司,中国,西北,金昌,甘肃,二级,193,-100,40%,7
CN-2017-3588463,2017/6/8,2017/6/11,"Hamilton Beach 咖啡研磨机, 白色",办公用品,器具,黄涛,小型企业,中国,西北,铜川,陕西,一级,952,400,0%,5
CN-2017-3588463,2017/6/8,2017/6/11,"Binney & Smith 铅笔刀, 蓝色",办公用品,美术,黄涛,小型企业,中国,西北,铜川,陕西,一级,249,102,0%,2
US-2017-5895003,2017/6/8,2017/6/11,"惠普 无线传真机, 数字化",技术,复印机,龙娜,公司,中国,西北,金昌,甘肃,二级,"1,008",-554,40%,1
CN-2017-5022660,2017/6/8,2017/6/12,"Ames 外皮和封条, 每套 50 个",办公用品,信封,孟刚,公司,中国,华东,安庆,安徽,标准级,349,52,0%,4
CN-2017-2923559,2017/6/8,2017/6/12,"Cameo 局间信封, 红色",办公用品,信封,叶柏,公司,中国,华东,高邮,江苏,标准级,"1,665",182,0%,7
CN-2017-3874208,2017/6/8,2017/6/12,"Stockwell 图钉, 混合尺寸",办公用品,系固件,薛博,消费者,中国,中南,岳阳,湖南,二级,154,29,0%,3
CN-2017-3874208,2017/6/8,2017/6/12,"Stockwell 订书钉, 金属",办公用品,系固件,薛博,消费者,中国,中南,岳阳,湖南,二级,102,6,0%,2
CN-2017-2766233,2017/6/8,2017/6/12,"Deflect-O 闹钟, 黑色",家具,用具,麦虢,公司,中国,东北,九台,吉林,标准级,470,131,0%,2
CN-2017-5022660,2017/6/8,2017/6/12,"Hon 折叠椅, 黑色",家具,椅子,孟刚,公司,中国,华东,安庆,安徽,标准级,737,37,0%,2
CN-2017-1340062,2017/6/8,2017/6/12,"Advantus 门挡, 优质",家具,用具,俞毅,消费者,中国,中南,怀化,湖南,二级,611,79,0%,3
CN-2017-5022660,2017/6/8,2017/6/12,"罗技 鼠标, 实惠",技术,配件,孟刚,公司,中国,华东,安庆,安徽,标准级,820,238,0%,6
CN-2017-1150523,2017/6/8,2017/6/13,"Novimex 有色标签, 可调",办公用品,标签,涂伟,消费者,中国,西北,西安,陕西,二级,96,1,0%,2
CN-2017-1150523,2017/6/8,2017/6/13,"宜家 古典书架, 白色",家具,书架,涂伟,消费者,中国,西北,西安,陕西,二级,"7,733","2,165",0%,4
CN-2017-1150523,2017/6/8,2017/6/13,"Office Star 椅垫, 红色",家具,椅子,涂伟,消费者,中国,西北,西安,陕西,二级,614,24,0%,2
CN-2017-1150523,2017/6/8,2017/6/13,"诺基亚 信号增强器, 蓝色",技术,电话,涂伟,消费者,中国,西北,西安,陕西,二级,"1,274",64,0%,2
CN-2017-1321997,2017/6/8,2017/6/14,"Enermax 记忆卡, 耐用",技术,配件,吕欢悦,消费者,中国,华东,徐州,江苏,标准级,"2,246",224,40%,7
US-2017-3266914,2017/6/9,2017/6/12,"Hoover 炉灶, 红色",办公用品,器具,涂安,公司,中国,东北,沈阳,辽宁,一级,"1,592",-663,40%,1
US-2017-3266914,2017/6/9,2017/6/12,"Fiskars 剪刀, 钢",办公用品,用品,涂安,公司,中国,东北,沈阳,辽宁,一级,126,-59,40%,2
US-2017-3266914,2017/6/9,2017/6/12,"Stiletto 尺子, 锯齿状",办公用品,用品,涂安,公司,中国,东北,沈阳,辽宁,一级,130,-55,40%,4
US-2017-3266914,2017/6/9,2017/6/12,"SanDisk 备忘录便条, 优质",办公用品,纸张,涂安,公司,中国,东北,沈阳,辽宁,一级,475,24,0%,6
CN-2017-1135813,2017/6/9,2017/6/12,"Cameo 马尼拉纸信封, 回收",办公用品,信封,宋忠,小型企业,中国,中南,新石,湖北,一级,"1,204",216,0%,10
CN-2017-1135813,2017/6/9,2017/6/12,"Kleencut 尺子, 锯齿状",办公用品,用品,宋忠,小型企业,中国,中南,新石,湖北,一级,29,5,40%,1
CN-2017-2271818,2017/6/9,2017/6/13,"Green Bar 计划信息表, 回收",办公用品,纸张,洪黎明,消费者,中国,中南,浯溪,湖南,标准级,332,142,0%,3
CN-2017-2271818,2017/6/9,2017/6/13,"Stanley 画布, 金属",办公用品,美术,洪黎明,消费者,中国,中南,浯溪,湖南,标准级,947,260,20%,5
CN-2017-1753680,2017/6/9,2017/6/13,"Tenex 文件夹, 金属",办公用品,收纳具,薛婷,消费者,中国,华东,青岛,山东,标准级,104,9,0%,1
CN-2017-1753680,2017/6/9,2017/6/13,"BIC 速写本, 混合尺寸",办公用品,美术,薛婷,消费者,中国,华东,青岛,山东,标准级,484,97,0%,2
CN-2017-1753680,2017/6/9,2017/6/13,"Acco 打孔机, 透明",办公用品,装订机,薛婷,消费者,中国,华东,青岛,山东,标准级,276,63,0%,2
CN-2017-2271818,2017/6/9,2017/6/13,"Eldon 门挡, 一包多件",家具,用具,洪黎明,消费者,中国,中南,浯溪,湖南,标准级,234,7,0%,1
CN-2017-1753680,2017/6/9,2017/6/13,"Memorex 路由器, 耐用",技术,配件,薛婷,消费者,中国,华东,青岛,山东,标准级,"6,900","2,828",0%,6
CN-2017-2779535,2017/6/10,2017/6/11,"Hon 圆形标签, 耐用",办公用品,标签,孟伟,小型企业,中国,华东,上海,上海,一级,66,11,0%,2
CN-2017-4902997,2017/6/10,2017/6/11,"Hoover 咖啡研磨机, 黑色",办公用品,器具,夏惠英,消费者,中国,中南,玉林,广西,一级,955,277,0%,3
CN-2017-2779535,2017/6/10,2017/6/11,"Hon 摇椅, 红色",家具,椅子,孟伟,小型企业,中国,华东,上海,上海,一级,"3,657","1,646",0%,6
CN-2017-2779535,2017/6/10,2017/6/11,"佳能 无线传真机, 红色",技术,复印机,孟伟,小型企业,中国,华东,上海,上海,一级,"5,276","2,005",0%,3
CN-2017-2779535,2017/6/10,2017/6/11,"摩托罗拉 信号增强器, 全尺寸",技术,电话,孟伟,小型企业,中国,华东,上海,上海,一级,"2,696","1,078",0%,4
CN-2017-3006635,2017/6/10,2017/6/12,"Eaton 计划信息表, 回收",办公用品,纸张,钱伟,公司,中国,中南,吉首,湖南,二级,382,34,0%,4
CN-2017-1511005,2017/6/10,2017/6/12,"Cameo 邮寄品, 回收",办公用品,信封,梁安,公司,中国,华北,门头沟,北京,二级,"1,035",165,0%,6
CN-2017-1511005,2017/6/10,2017/6/12,"Acme 剪刀, 蓝色",办公用品,用品,梁安,公司,中国,华北,门头沟,北京,二级,356,39,0%,3
CN-2017-1511005,2017/6/10,2017/6/12,"Boston 画布, 混合尺寸",办公用品,美术,梁安,公司,中国,华北,门头沟,北京,二级,"1,591",493,0%,6
CN-2017-1511005,2017/6/10,2017/6/12,"Cardinal 装订机, 耐用",办公用品,装订机,梁安,公司,中国,华北,门头沟,北京,二级,215,53,0%,3
CN-2017-1511005,2017/6/10,2017/6/12,"佳能 传真机, 数字化",技术,复印机,梁安,公司,中国,华北,门头沟,北京,二级,"4,452","1,247",0%,3
US-2017-3351164,2017/6/10,2017/6/14,"Elite 大剪刀, 蓝色",办公用品,用品,柯娜,消费者,中国,中南,武汉,湖北,标准级,263,-13,40%,2
US-2017-3351164,2017/6/10,2017/6/14,"Ibico 装订机, 实惠",办公用品,装订机,柯娜,消费者,中国,中南,武汉,湖北,标准级,217,-40,40%,5
CN-2017-2558627,2017/6/10,2017/6/15,"GlobeWeis 局间信封, 每套 50 个",办公用品,信封,秦梦,消费者,中国,西南,景洪,云南,标准级,"1,339",549,0%,6
CN-2017-1628412,2017/6/10,2017/6/16,"Bush 古典书架, 金属",家具,书架,黄岱,消费者,中国,中南,长沙,湖南,标准级,"1,923",77,0%,1
CN-2017-1628412,2017/6/10,2017/6/16,"Rubvermaid 灯泡, 一包多件",家具,用具,黄岱,消费者,中国,中南,长沙,湖南,标准级,617,290,0%,7
CN-2017-1628412,2017/6/10,2017/6/16,"Brother 传真机, 数字化",技术,复印机,黄岱,消费者,中国,中南,长沙,湖南,标准级,"1,485",208,0%,1
CN-2017-1628412,2017/6/10,2017/6/16,"SanDisk 键区, 回收",技术,配件,黄岱,消费者,中国,中南,长沙,湖南,标准级,744,297,0%,3
US-2017-4961841,2017/6/11,2017/6/15,"Harbour Creations 运输标签, 白色",办公用品,标签,刘斯云,公司,中国,华东,聊城,山东,标准级,267,29,0%,5
CN-2017-2102819,2017/6/11,2017/6/15,"Cuisinart 炉灶, 银色",办公用品,器具,马晨,公司,中国,华北,太原,山西,标准级,"15,093","2,113",0%,6
CN-2017-3693425,2017/6/11,2017/6/15,"施乐 令, 回收",办公用品,纸张,邢柏,小型企业,中国,华东,聊城,山东,标准级,613,55,0%,5
CN-2017-5480180,2017/6/11,2017/6/16,"Safco 书架, 传统",家具,书架,罗嫒,小型企业,中国,东北,磐石,吉林,标准级,"3,476","1,495",0%,5
CN-2017-5480180,2017/6/11,2017/6/16,"Brother 无线传真机, 数字化",技术,复印机,罗嫒,小型企业,中国,东北,磐石,吉林,标准级,"3,532","1,307",0%,2
CN-2017-5480180,2017/6/11,2017/6/16,"苹果 信号增强器, 全尺寸",技术,电话,罗嫒,小型企业,中国,东北,磐石,吉林,标准级,"4,506","1,937",0%,7
US-2017-2162302,2017/6/12,2017/6/14,"Stockwell 回形针, 每包 12 个",办公用品,系固件,巩虢,公司,中国,西南,潼川,四川,二级,112,-25,40%,3
US-2017-2162302,2017/6/12,2017/6/14,"SanDisk 羊皮纸, 多色",办公用品,纸张,巩虢,公司,中国,西南,潼川,四川,二级,423,46,0%,5
US-2017-2162302,2017/6/12,2017/6/14,"Chromcraft 会议桌, 长方形",家具,桌子,巩虢,公司,中国,西南,潼川,四川,二级,"3,249","-1,462",60%,2
US-2017-1184235,2017/6/12,2017/6/15,"GlobeWeis 外皮和封条, 回收",办公用品,信封,汤欢悦,消费者,中国,华东,汶上,山东,一级,188,9,0%,2
US-2017-3382200,2017/6/12,2017/6/16,"Fellowes 文件夹, 金属",办公用品,收纳具,周康,消费者,中国,华北,沧州,河北,二级,357,25,0%,3
US-2017-3382200,2017/6/12,2017/6/16,"Green Bar 备忘录便条, 多色",办公用品,纸张,周康,消费者,中国,华北,沧州,河北,二级,428,51,0%,5
US-2017-3382200,2017/6/12,2017/6/16,"Sauder 书架, 传统",家具,书架,周康,消费者,中国,华北,沧州,河北,二级,"1,370",466,0%,2
US-2017-3382200,2017/6/12,2017/6/16,"苹果 信号增强器, 整包",技术,电话,周康,消费者,中国,华北,沧州,河北,二级,638,147,0%,1
US-2017-3382200,2017/6/12,2017/6/16,"Memorex 记忆卡, 耐用",技术,配件,周康,消费者,中国,华北,沧州,河北,二级,956,296,0%,2
US-2017-2998954,2017/6/12,2017/6/17,"Stockwell 图钉, 整包",办公用品,系固件,夏光,消费者,中国,华东,无锡,江苏,二级,227,-80,40%,6
CN-2017-1498643,2017/6/12,2017/6/17,"Kraft 局间信封, 每套 50 个",办公用品,信封,麦忠,消费者,中国,中南,怀化,湖南,标准级,657,79,0%,3
CN-2017-1498643,2017/6/12,2017/6/17,"Hoover 搅拌机, 白色",办公用品,器具,麦忠,消费者,中国,中南,怀化,湖南,标准级,890,329,0%,2
CN-2017-2871844,2017/6/12,2017/6/19,"SAFCO 沙滩椅, 黑色",家具,椅子,徐杰,公司,中国,华北,平遥,山西,标准级,878,35,0%,4
CN-2017-3230180,2017/6/13,2017/6/15,"Fiskars 美工刀, 锯齿状",办公用品,用品,许根基,小型企业,中国,东北,鞍山,辽宁,二级,271,-5,40%,3
CN-2017-3230180,2017/6/13,2017/6/15,"三星 信号增强器, 混合尺寸",技术,电话,许根基,小型企业,中国,东北,鞍山,辽宁,二级,781,-299,40%,2
CN-2017-2805987,2017/6/13,2017/6/15,"思科 充电器, 蓝色",技术,电话,柯丽,消费者,中国,西南,合川,重庆,一级,"15,199",608,0%,5
CN-2017-4502739,2017/6/13,2017/6/16,"Office Star 凳子, 每套两件",家具,椅子,白婵,公司,中国,华东,厦门,福建,一级,"4,111",328,0%,5
CN-2017-4502739,2017/6/13,2017/6/16,"Rubvermaid 灯泡, 一包多件",家具,用具,白婵,公司,中国,华东,厦门,福建,一级,176,83,0%,2
CN-2017-5468349,2017/6/13,2017/6/16,"苹果 办公室电话机, 全尺寸",技术,电话,戴壁,消费者,中国,中南,三亚,海南,二级,"1,864",577,0%,6
CN-2017-5468349,2017/6/13,2017/6/16,"StarTech 计算器, 耐用",技术,设备,戴壁,消费者,中国,中南,三亚,海南,二级,"1,309",196,0%,7
CN-2017-4820840,2017/6/13,2017/6/17,"Hamilton Beach 咖啡研磨机, 白色",办公用品,器具,秦君,小型企业,中国,东北,林口,黑龙江,标准级,"1,142",480,0%,6
CN-2017-2828219,2017/6/13,2017/6/17,"Advantus 夹子, 整包",办公用品,系固件,白松,小型企业,中国,华东,巨野,山东,标准级,270,135,0%,3
CN-2017-4676940,2017/6/13,2017/6/17,"Kraft 邮寄品, 每套 50 个",办公用品,信封,曹欢悦,小型企业,中国,华北,北京,北京,标准级,879,78,0%,5
CN-2017-4676940,2017/6/13,2017/6/17,"Novimex 可去除的标签, 可调",办公用品,标签,曹欢悦,小型企业,中国,华北,北京,北京,标准级,36,1,0%,1
CN-2017-4676940,2017/6/13,2017/6/17,"Smead 文件夹标签, 可调",办公用品,标签,曹欢悦,小型企业,中国,华北,北京,北京,标准级,63,30,0%,2
CN-2017-4676940,2017/6/13,2017/6/17,"OIC 回形针, 每包 12 个",办公用品,系固件,曹欢悦,小型企业,中国,华北,北京,北京,标准级,194,27,0%,3
CN-2017-4676940,2017/6/13,2017/6/17,"BIC 钢笔, 金属",办公用品,美术,曹欢悦,小型企业,中国,华北,北京,北京,标准级,290,139,0%,4
CN-2017-4820840,2017/6/13,2017/6/17,"冲电器 收据打印机, 耐用",技术,设备,秦君,小型企业,中国,东北,林口,黑龙江,标准级,"1,722",603,0%,3
CN-2017-4676940,2017/6/13,2017/6/17,"Hewlett 无线传真机, 红色",技术,复印机,曹欢悦,小型企业,中国,华北,北京,北京,标准级,"3,532",777,0%,2
CN-2017-4676940,2017/6/13,2017/6/17,"StarTech 打印机, 多色",技术,设备,曹欢悦,小型企业,中国,华北,北京,北京,标准级,"3,586","1,076",0%,3
CN-2017-2571041,2017/6/13,2017/6/18,"Hamilton Beach 搅拌机, 银色",办公用品,器具,冯莲,公司,中国,华北,北京,北京,标准级,"2,345",679,0%,7
CN-2017-1017090,2017/6/13,2017/6/18,"Tenex 搁板, 工业",办公用品,收纳具,曾辉,消费者,中国,华东,南昌,江西,标准级,772,200,0%,3
CN-2017-1017090,2017/6/13,2017/6/18,"Memorex 闪存驱动器, 回收",技术,配件,曾辉,消费者,中国,华东,南昌,江西,标准级,762,236,0%,6
CN-2017-4075862,2017/6/13,2017/6/19,"Hoover 咖啡研磨机, 银色",办公用品,器具,巩光,消费者,中国,华东,合肥,安徽,标准级,649,71,0%,2
CN-2017-4075862,2017/6/13,2017/6/19,"Memorex 记忆卡, 回收",技术,配件,巩光,消费者,中国,华东,合肥,安徽,标准级,"3,269","1,275",0%,7
CN-2017-5909028,2017/6/14,2017/6/14,"Kleencut 修剪器, 钢",办公用品,用品,倪爽,公司,中国,中南,晋江,海南,当日,953,238,0%,5
CN-2017-5909028,2017/6/14,2017/6/14,"Sauder 柜, 金属",家具,书架,倪爽,公司,中国,中南,晋江,海南,当日,"2,326","1,000",0%,3
CN-2017-5909028,2017/6/14,2017/6/14,"Office Star 椅垫, 黑色",家具,椅子,倪爽,公司,中国,中南,晋江,海南,当日,799,248,10%,3
CN-2017-2554132,2017/6/14,2017/6/18,"KitchenAid 微波炉, 白色",办公用品,器具,程雯,消费者,中国,中南,南宁,广西,标准级,"2,879",835,0%,2
CN-2017-2554132,2017/6/14,2017/6/18,"Acme 修剪器, 钢",办公用品,用品,程雯,消费者,中国,中南,南宁,广西,标准级,205,45,0%,1
CN-2017-2554132,2017/6/14,2017/6/18,"施乐 信纸, 多色",办公用品,纸张,程雯,消费者,中国,中南,南宁,广西,标准级,866,416,0%,4
CN-2017-2554132,2017/6/14,2017/6/18,"爱普生 打印机, 多色",技术,设备,程雯,消费者,中国,中南,南宁,广西,标准级,"6,128",490,0%,5
CN-2017-5569894,2017/6/14,2017/6/20,"Breville 微波炉, 银色",办公用品,器具,贺婉,公司,中国,华东,上海,上海,标准级,"4,234",296,0%,3
CN-2017-5569894,2017/6/14,2017/6/20,"Tenex 锁柜, 单宽度",办公用品,收纳具,贺婉,公司,中国,华东,上海,上海,标准级,"1,906",800,0%,2
CN-2017-5569894,2017/6/14,2017/6/20,"Acme 大剪刀, 蓝色",办公用品,用品,贺婉,公司,中国,华东,上海,上海,标准级,699,77,0%,3
CN-2017-5569894,2017/6/14,2017/6/20,"Acme 美工刀, 蓝色",办公用品,用品,贺婉,公司,中国,华东,上海,上海,标准级,882,114,0%,5
CN-2017-5569894,2017/6/14,2017/6/20,"OIC 按钉, 整包",办公用品,系固件,贺婉,公司,中国,华东,上海,上海,标准级,209,8,0%,3
CN-2017-4839636,2017/6/15,2017/6/17,"Jiffy 邮寄品, 银色",办公用品,信封,顾丹,公司,中国,中南,常德,湖南,一级,"1,293",38,0%,7
CN-2017-4839636,2017/6/15,2017/6/17,"Stockwell 按钉, 每包 12 个",办公用品,系固件,顾丹,公司,中国,中南,常德,湖南,一级,451,216,0%,7
CN-2017-4839636,2017/6/15,2017/6/17,"Binney & Smith 钢笔, 蓝色",办公用品,美术,顾丹,公司,中国,中南,常德,湖南,一级,134,17,20%,3
CN-2017-4839636,2017/6/15,2017/6/17,"Dania 墙角架, 黑色",家具,书架,顾丹,公司,中国,中南,常德,湖南,一级,"2,304",414,0%,4
CN-2017-4839636,2017/6/15,2017/6/17,"Sauder 书架, 白色",家具,书架,顾丹,公司,中国,中南,常德,湖南,一级,"5,575","1,505",0%,8
CN-2017-4839636,2017/6/15,2017/6/17,"Brother 传真机, 彩色",技术,复印机,顾丹,公司,中国,中南,常德,湖南,一级,"2,986","1,254",0%,2
CN-2017-4839636,2017/6/15,2017/6/17,"StarTech 计算器, 多色",技术,设备,顾丹,公司,中国,中南,常德,湖南,一级,746,253,0%,4
CN-2017-3668469,2017/6/15,2017/6/19,"Cameo 外皮和封条, 银色",办公用品,信封,袁松,消费者,中国,中南,新乡,河南,标准级,764,129,0%,7
CN-2017-3668469,2017/6/15,2017/6/19,"Cameo 搭扣信封, 回收",办公用品,信封,袁松,消费者,中国,中南,新乡,河南,标准级,155,1,0%,4
CN-2017-3668469,2017/6/15,2017/6/19,"Rogers 盒, 蓝色",办公用品,收纳具,袁松,消费者,中国,中南,新乡,河南,标准级,336,168,0%,3
CN-2017-2828982,2017/6/15,2017/6/19,"Elite 大剪刀, 锯齿状",办公用品,用品,俞晒明,消费者,中国,中南,汕头,广东,标准级,816,285,0%,4
CN-2017-3668469,2017/6/15,2017/6/19,"Sanford 钢笔, 整包",办公用品,美术,袁松,消费者,中国,中南,新乡,河南,标准级,594,-60,20%,14
CN-2017-1973789,2017/6/15,2017/6/19,"GlobeWeis 搭扣信封, 红色",办公用品,信封,许安,消费者,中国,西南,内江,四川,标准级,125,43,0%,2
CN-2017-1973789,2017/6/15,2017/6/19,"Cardinal 孔加固材料, 回收",办公用品,装订机,许安,消费者,中国,西南,内江,四川,标准级,32,4,40%,2
CN-2017-3668469,2017/6/15,2017/6/19,"宜家 古典书架, 白色",家具,书架,袁松,消费者,中国,中南,新乡,河南,标准级,"3,867","1,082",0%,2
CN-2017-3668469,2017/6/15,2017/6/19,"Office Star 凳子, 每套两件",家具,椅子,袁松,消费者,中国,中南,新乡,河南,标准级,740,-17,10%,1
CN-2017-3668469,2017/6/15,2017/6/19,"Advantus 闹钟, 一包多件",家具,用具,袁松,消费者,中国,中南,新乡,河南,标准级,"1,681",588,0%,7
CN-2017-3668469,2017/6/15,2017/6/19,"Hewlett 个人复印机, 彩色",技术,复印机,袁松,消费者,中国,中南,新乡,河南,标准级,"1,360",231,0%,2
